x,y,layer1,layer2,voltage1,voltage2,current
5920.1,1698,TOP_LAYER,LAYER_1,0.00127069,0.00127277,-0.0139853
5920.1,1698,LAYER_1,LAYER_2,0.00127277,0.00128418,-0.0139853
5920.1,1698,LAYER_2,BOTTOM_LAYER,0.00128418,0.00128418,1.45856e-15
5941.3,1130.36,TOP_LAYER,LAYER_1,0.00264211,0.00257825,2.55078
5941.3,1130.36,LAYER_1,LAYER_2,0.00257825,0.00222808,2.55078
5941.3,1130.36,LAYER_2,BOTTOM_LAYER,0.00222808,0.00222808,-0
5935.28,2449.56,TOP_LAYER,LAYER_1,11.9073,11.9073,-0
5935.28,2449.56,LAYER_1,LAYER_2,11.9073,11.9073,1.68716e-11
5935.28,2449.56,LAYER_2,BOTTOM_LAYER,11.9073,11.9073,1.85057e-11
5955.54,1060.21,TOP_LAYER,LAYER_1,0.00167702,0.00166501,0.0808144
5955.54,1060.21,LAYER_1,LAYER_2,0.00166501,0.00159912,0.0808144
5955.54,1060.21,LAYER_2,BOTTOM_LAYER,0.00159912,0.00159912,-0
5955.54,1201.94,TOP_LAYER,LAYER_1,0.00156538,0.00155695,0.0567202
5955.54,1201.94,LAYER_1,LAYER_2,0.00155695,0.00151071,0.0567202
5955.54,1201.94,LAYER_2,BOTTOM_LAYER,0.00151071,0.00151071,-0
5955.54,1343.67,TOP_LAYER,LAYER_1,0.00134304,0.00134421,-0.00788215
5955.54,1343.67,LAYER_1,LAYER_2,0.00134421,0.00135064,-0.00788215
5955.54,1343.67,LAYER_2,BOTTOM_LAYER,0.00135064,0.00135064,-0
5955.54,1627.14,TOP_LAYER,LAYER_1,0.00127038,0.00127133,-0.00639352
5955.54,1627.14,LAYER_1,LAYER_2,0.00127133,0.00127655,-0.00639352
5955.54,1627.14,LAYER_2,BOTTOM_LAYER,0.00127655,0.00127655,-0
5963.41,2076.94,TOP_LAYER,LAYER_1,11.9068,11.9068,-0.206477
5963.41,2076.94,LAYER_1,LAYER_2,11.9068,11.907,-0.206477
5963.41,2076.94,LAYER_2,BOTTOM_LAYER,11.907,11.907,-0.206477
5971.29,2143.87,TOP_LAYER,LAYER_1,11.9075,11.9075,0.17388
5971.29,2143.87,LAYER_1,LAYER_2,11.9075,11.9073,0.17388
5971.29,2143.87,LAYER_2,BOTTOM_LAYER,11.9073,11.9073,0.17388
5972.27,2099.58,TOP_LAYER,LAYER_1,11.9072,11.9072,0.0862766
5972.27,2099.58,LAYER_1,LAYER_2,11.9072,11.9071,0.0862766
5972.27,2099.58,LAYER_2,BOTTOM_LAYER,11.9071,11.9071,0.0862766
5983.1,2121.23,TOP_LAYER,LAYER_1,11.907,11.907,-0.0536792
5983.1,2121.23,LAYER_1,LAYER_2,11.907,11.9071,-0.0536792
5983.1,2121.23,LAYER_2,BOTTOM_LAYER,11.9071,11.9071,-0.0536792
5985.07,2374.18,TOP_LAYER,LAYER_1,0.00129554,0.00129538,0.00105444
5985.07,2374.18,LAYER_1,LAYER_2,0.00129538,0.00129452,0.00105444
5985.07,2374.18,LAYER_2,BOTTOM_LAYER,0.00129452,0.00129452,-0
5990.97,1131.07,TOP_LAYER,LAYER_1,0.00147562,0.00146941,0.041719
5990.97,1131.07,LAYER_1,LAYER_2,0.00146941,0.0014354,0.041719
5990.97,1131.07,LAYER_2,BOTTOM_LAYER,0.0014354,0.0014354,-0
5990.97,1272.81,TOP_LAYER,LAYER_1,0.00133837,0.00133536,0.0201905
5990.97,1272.81,LAYER_1,LAYER_2,0.00133536,0.0013189,0.0201905
5990.97,1272.81,LAYER_2,BOTTOM_LAYER,0.0013189,0.0013189,-0
5990.97,1414.54,TOP_LAYER,LAYER_1,0.00127558,0.00127668,-0.00742462
5990.97,1414.54,LAYER_1,LAYER_2,0.00127668,0.00128273,-0.00742462
5990.97,1414.54,LAYER_2,BOTTOM_LAYER,0.00128273,0.00128273,-0
5990.97,1556.27,TOP_LAYER,LAYER_1,0.0012651,0.00126574,-0.00425591
5990.97,1556.27,LAYER_1,LAYER_2,0.00126574,0.00126921,-0.00425591
5990.97,1556.27,LAYER_2,BOTTOM_LAYER,0.00126921,0.00126921,-0
5990.97,1698,TOP_LAYER,LAYER_1,0.00125798,0.00125907,-0.00738451
5990.97,1698,LAYER_1,LAYER_2,0.00125907,0.00126509,-0.00738451
5990.97,1698,LAYER_2,BOTTOM_LAYER,0.00126509,0.00126509,-0
6009.67,2258.04,TOP_LAYER,LAYER_1,11.9073,11.9073,-2.43271e-05
6009.67,2258.04,LAYER_1,LAYER_2,11.9073,11.9073,-2.43271e-05
6009.67,2258.04,LAYER_2,BOTTOM_LAYER,11.9073,11.9073,-2.43271e-05
6021.48,2277.73,TOP_LAYER,LAYER_1,11.9073,11.9073,1.14096e-07
6021.48,2277.73,LAYER_1,LAYER_2,11.9073,11.9073,1.14089e-07
6021.48,2277.73,LAYER_2,BOTTOM_LAYER,11.9073,11.9073,1.14096e-07
6022.47,2240.33,TOP_LAYER,LAYER_1,11.9073,11.9073,2.4213e-05
6022.47,2240.33,LAYER_1,LAYER_2,11.9073,11.9073,2.4213e-05
6022.47,2240.33,LAYER_2,BOTTOM_LAYER,11.9073,11.9073,2.4213e-05
6026.4,1060.21,TOP_LAYER,LAYER_1,0.00116436,0.00117002,-0.038064
6026.4,1060.21,LAYER_1,LAYER_2,0.00117002,0.00120105,-0.038064
6026.4,1060.21,LAYER_2,BOTTOM_LAYER,0.00120105,0.00120105,-0
6026.4,1201.94,TOP_LAYER,LAYER_1,0.00119223,0.00119497,-0.0184032
6026.4,1201.94,LAYER_1,LAYER_2,0.00119497,0.00120997,-0.0184032
6026.4,1201.94,LAYER_2,BOTTOM_LAYER,0.00120997,0.00120997,-1.45856e-15
6026.4,1343.67,TOP_LAYER,LAYER_1,0.0012377,0.00123886,-0.00780522
6026.4,1343.67,LAYER_1,LAYER_2,0.00123886,0.00124522,-0.00780522
6026.4,1343.67,LAYER_2,BOTTOM_LAYER,0.00124522,0.00124522,-0
6026.4,1485.4,TOP_LAYER,LAYER_1,0.00124966,0.00125047,-0.00545298
6026.4,1485.4,LAYER_1,LAYER_2,0.00125047,0.00125491,-0.00545298
6026.4,1485.4,LAYER_2,BOTTOM_LAYER,0.00125491,0.00125491,-0
6026.4,1627.14,TOP_LAYER,LAYER_1,0.00125153,0.00125217,-0.00434533
6026.4,1627.14,LAYER_1,LAYER_2,0.00125217,0.00125571,-0.00434533
6026.4,1627.14,LAYER_2,BOTTOM_LAYER,0.00125571,0.00125571,-0
6061.84,1131.07,TOP_LAYER,LAYER_1,0.000720348,0.000740579,-0.136085
6061.84,1131.07,LAYER_1,LAYER_2,0.000740579,0.000851534,-0.136085
6061.84,1131.07,LAYER_2,BOTTOM_LAYER,0.000851534,0.000851534,-0
6061.84,1272.81,TOP_LAYER,LAYER_1,0.00110731,0.00111571,-0.0565361
6061.84,1272.81,LAYER_1,LAYER_2,0.00111571,0.00116181,-0.0565361
6061.84,1272.81,LAYER_2,BOTTOM_LAYER,0.00116181,0.00116181,-0
6061.84,1556.27,TOP_LAYER,LAYER_1,0.00123656,0.00123741,-0.00573026
6061.84,1556.27,LAYER_1,LAYER_2,0.00123741,0.00124208,-0.00573026
6061.84,1556.27,LAYER_2,BOTTOM_LAYER,0.00124208,0.00124208,-0
6061.84,1698,TOP_LAYER,LAYER_1,0.00124373,0.00124432,-0.00399919
6061.84,1698,LAYER_1,LAYER_2,0.00124432,0.00124758,-0.00399919
6061.84,1698,LAYER_2,BOTTOM_LAYER,0.00124758,0.00124758,-0
6097.27,1060.21,TOP_LAYER,LAYER_1,0.000897079,0.000896921,0.00106635
6097.27,1060.21,LAYER_1,LAYER_2,0.000896921,0.000896051,0.00106635
6097.27,1060.21,LAYER_2,BOTTOM_LAYER,0.000896051,0.000896051,-0
6097.27,1343.67,TOP_LAYER,LAYER_1,0.00118072,0.00117742,0.0222294
6097.27,1343.67,LAYER_1,LAYER_2,0.00117742,0.00115929,0.0222294
6097.27,1343.67,LAYER_2,BOTTOM_LAYER,0.00115929,0.00115929,-0
6097.27,1485.4,TOP_LAYER,LAYER_1,0.00123039,0.00122905,0.00903656
6097.27,1485.4,LAYER_1,LAYER_2,0.00122905,0.00122168,0.00903656
6097.27,1485.4,LAYER_2,BOTTOM_LAYER,0.00122168,0.00122168,-0
6097.27,1627.14,TOP_LAYER,LAYER_1,0.00124081,0.00124037,0.00291346
6097.27,1627.14,LAYER_1,LAYER_2,0.00124037,0.001238,0.00291346
6097.27,1627.14,LAYER_2,BOTTOM_LAYER,0.001238,0.001238,-0
6125.55,1130.36,TOP_LAYER,LAYER_1,0,6.10663e-05,-2.43953
6125.55,1130.36,LAYER_1,LAYER_2,6.10663e-05,0.000395969,-2.43953
6125.55,1130.36,LAYER_2,BOTTOM_LAYER,0.000395969,0.000395969,-0
6132.7,1272.81,TOP_LAYER,LAYER_1,0.00102145,0.00103073,-0.0624108
6132.7,1272.81,LAYER_1,LAYER_2,0.00103073,0.00108161,-0.0624108
6132.7,1272.81,LAYER_2,BOTTOM_LAYER,0.00108161,0.00108161,-0
6132.7,1556.27,TOP_LAYER,LAYER_1,0.00122276,0.0012223,0.00303581
6132.7,1556.27,LAYER_1,LAYER_2,0.0012223,0.00121983,0.00303581
6132.7,1556.27,LAYER_2,BOTTOM_LAYER,0.00121983,0.00121983,-0
6132.7,1698,TOP_LAYER,LAYER_1,0.00123625,0.00123569,0.00372789
6132.7,1698,LAYER_1,LAYER_2,0.00123569,0.00123265,0.00372789
6132.7,1698,LAYER_2,BOTTOM_LAYER,0.00123265,0.00123265,-0
6132.7,2548.4,TOP_LAYER,LAYER_1,0.00128871,0.00128885,-0.000945901
6132.7,2548.4,LAYER_1,LAYER_2,0.00128885,0.00128962,-0.000945901
6132.7,2548.4,LAYER_2,BOTTOM_LAYER,0.00128962,0.00128962,-0
6163.22,2605.48,TOP_LAYER,LAYER_1,0.00128895,0.00128902,-0.000497092
6163.22,2605.48,LAYER_1,LAYER_2,0.00128902,0.00128943,-0.000497092
6163.22,2605.48,LAYER_2,BOTTOM_LAYER,0.00128943,0.00128943,-0
6168.13,1343.67,TOP_LAYER,LAYER_1,0.00111898,0.00111876,0.00150652
6168.13,1343.67,LAYER_1,LAYER_2,0.00111876,0.00111753,0.00150652
6168.13,1343.67,LAYER_2,BOTTOM_LAYER,0.00111753,0.00111753,-0
6168.13,1627.14,TOP_LAYER,LAYER_1,0.00122371,0.00122329,0.00282242
6168.13,1627.14,LAYER_1,LAYER_2,0.00122329,0.00122099,0.00282242
6168.13,1627.14,LAYER_2,BOTTOM_LAYER,0.00122099,0.00122099,-0
6203.57,1272.81,TOP_LAYER,LAYER_1,0.00107344,0.00107478,-0.00898062
6203.57,1272.81,LAYER_1,LAYER_2,0.00107478,0.0010821,-0.00898062
6203.57,1272.81,LAYER_2,BOTTOM_LAYER,0.0010821,0.0010821,1.45856e-15
6203.57,1556.27,TOP_LAYER,LAYER_1,0.00120469,0.0012053,-0.00408626
6203.57,1556.27,LAYER_1,LAYER_2,0.0012053,0.00120863,-0.00408626
6203.57,1556.27,LAYER_2,BOTTOM_LAYER,0.00120863,0.00120863,-0
6203.57,1698,TOP_LAYER,LAYER_1,0.00122606,0.00122586,0.00132149
6203.57,1698,LAYER_1,LAYER_2,0.00122586,0.00122478,0.00132149
6203.57,1698,LAYER_2,BOTTOM_LAYER,0.00122478,0.00122478,-0
6225.55,1130.36,TOP_LAYER,LAYER_1,11.994,11.994,-7.09633e-11
6225.55,1130.36,LAYER_1,LAYER_2,11.994,11.994,-3.88184e-11
6225.55,1130.36,LAYER_2,BOTTOM_LAYER,11.994,11.994,-0
6239,1343.67,TOP_LAYER,LAYER_1,0.00111601,0.00111562,0.00260883
6239,1343.67,LAYER_1,LAYER_2,0.00111562,0.0011135,0.00260883
6239,1343.67,LAYER_2,BOTTOM_LAYER,0.0011135,0.0011135,-0
6239,1627.14,TOP_LAYER,LAYER_1,0.00121283,0.00121285,-0.000161374
6239,1627.14,LAYER_1,LAYER_2,0.00121285,0.00121298,-0.000161374
6239,1627.14,LAYER_2,BOTTOM_LAYER,0.00121298,0.00121298,-0
6262.63,2001.15,TOP_LAYER,LAYER_1,11.977,11.9768,0.993915
6262.63,2001.15,LAYER_1,LAYER_2,11.9768,11.976,0.993915
6262.63,2001.15,LAYER_2,BOTTOM_LAYER,11.976,11.9757,1.9326
6262.63,2436.19,TOP_LAYER,LAYER_1,11.9755,11.9755,-0.00683825
6262.63,2436.19,LAYER_1,LAYER_2,11.9755,11.9755,-0.00683825
6262.63,2436.19,LAYER_2,BOTTOM_LAYER,11.9755,11.9755,0.124627
6264.59,2473.59,TOP_LAYER,LAYER_1,11.9755,11.9755,0.000328848
6264.59,2473.59,LAYER_1,LAYER_2,11.9755,11.9755,0.000328848
6264.59,2473.59,LAYER_2,BOTTOM_LAYER,11.9755,11.9755,0.024541
6274.43,1556.27,TOP_LAYER,LAYER_1,0.00119346,0.00119336,0.000657669
6274.43,1556.27,LAYER_1,LAYER_2,0.00119336,0.00119283,0.000657669
6274.43,1556.27,LAYER_2,BOTTOM_LAYER,0.00119283,0.00119283,-0
6274.43,1698,TOP_LAYER,LAYER_1,0.00121884,0.00121777,0.00721856
6274.43,1698,LAYER_1,LAYER_2,0.00121777,0.00121188,0.00721856
6274.43,1698,LAYER_2,BOTTOM_LAYER,0.00121188,0.00121188,-0
6279.36,2251.15,TOP_LAYER,LAYER_1,0.00124156,0.00124156,-0
6279.36,2251.15,LAYER_1,LAYER_2,0.00124156,0.00124156,1.06381e-15
6279.36,2251.15,LAYER_2,BOTTOM_LAYER,0.00124156,0.00124156,-0
6292.15,2001.15,TOP_LAYER,LAYER_1,11.9773,11.9771,1.29948
6292.15,2001.15,LAYER_1,LAYER_2,11.9771,11.976,1.29948
6292.15,2001.15,LAYER_2,BOTTOM_LAYER,11.976,11.976,-0
6299.04,2435.21,TOP_LAYER,LAYER_1,11.9755,11.9755,0.000892093
6299.04,2435.21,LAYER_1,LAYER_2,11.9755,11.9755,0.000892093
6299.04,2435.21,LAYER_2,BOTTOM_LAYER,11.9755,11.9755,0.110974
6300.03,2472.61,TOP_LAYER,LAYER_1,11.9755,11.9755,0.00302763
6300.03,2472.61,LAYER_1,LAYER_2,11.9755,11.9755,0.00302763
6300.03,2472.61,LAYER_2,BOTTOM_LAYER,11.9755,11.9755,0.0280556
6309.87,1485.4,TOP_LAYER,LAYER_1,0.00117858,0.00117719,0.0093677
6309.87,1485.4,LAYER_1,LAYER_2,0.00117719,0.00116955,0.0093677
6309.87,1485.4,LAYER_2,BOTTOM_LAYER,0.00116955,0.00116955,-0
6309.87,1627.14,TOP_LAYER,LAYER_1,0.00120638,0.0012055,0.00591608
6309.87,1627.14,LAYER_1,LAYER_2,0.0012055,0.00120067,0.00591608
6309.87,1627.14,LAYER_2,BOTTOM_LAYER,0.00120067,0.00120067,-1.45856e-15
6323.65,2001.15,TOP_LAYER,LAYER_1,11.9776,11.9775,1.09658
6323.65,2001.15,LAYER_1,LAYER_2,11.9775,11.9766,1.09658
6323.65,2001.15,LAYER_2,BOTTOM_LAYER,11.9766,11.9766,-0
6332.51,2434.22,TOP_LAYER,LAYER_1,11.9755,11.9755,0.00028179
6332.51,2434.22,LAYER_1,LAYER_2,11.9755,11.9755,0.00028179
6332.51,2434.22,LAYER_2,BOTTOM_LAYER,11.9755,11.9755,0.170563
6332.51,2471.63,TOP_LAYER,LAYER_1,11.9755,11.9755,0.00230788
6332.51,2471.63,LAYER_1,LAYER_2,11.9755,11.9755,0.00230788
6332.51,2471.63,LAYER_2,BOTTOM_LAYER,11.9755,11.9755,0.0737166
6355.15,2000.17,TOP_LAYER,LAYER_1,11.9782,11.978,1.37996
6355.15,2000.17,LAYER_1,LAYER_2,11.978,11.9769,1.37996
6355.15,2000.17,LAYER_2,BOTTOM_LAYER,11.9769,11.9769,-0
6388.61,2001.15,TOP_LAYER,LAYER_1,11.9783,11.9781,1.23006
6388.61,2001.15,LAYER_1,LAYER_2,11.9781,11.9771,1.23006
6388.61,2001.15,LAYER_2,BOTTOM_LAYER,11.9771,11.9771,-0
6437.82,2215.72,TOP_LAYER,LAYER_1,0.00123875,0.0012383,0.00300079
6437.82,2215.72,LAYER_1,LAYER_2,0.0012383,0.00123586,0.00300079
6437.82,2215.72,LAYER_2,BOTTOM_LAYER,0.00123586,0.00123586,-0
6487.03,2264.93,TOP_LAYER,LAYER_1,0.0012401,0.00123985,0.00172229
6487.03,2264.93,LAYER_1,LAYER_2,0.00123985,0.00123844,0.00172229
6487.03,2264.93,LAYER_2,BOTTOM_LAYER,0.00123844,0.00123844,-0
6487.03,2406.66,TOP_LAYER,LAYER_1,0.00124527,0.00124526,0.000110461
6487.03,2406.66,LAYER_1,LAYER_2,0.00124526,0.00124517,0.000110461
6487.03,2406.66,LAYER_2,BOTTOM_LAYER,0.00124517,0.00124517,-0
6522.47,2335.8,TOP_LAYER,LAYER_1,0.0012428,0.00124273,0.000434197
6522.47,2335.8,LAYER_1,LAYER_2,0.00124273,0.00124238,0.000434197
6522.47,2335.8,LAYER_2,BOTTOM_LAYER,0.00124238,0.00124238,-0
6527.39,2001.89,TOP_LAYER,LAYER_1,11.8073,11.8073,-7.04961e-10
6527.39,2001.89,LAYER_1,LAYER_2,11.8073,11.8073,-7.08075e-10
6527.39,2001.89,LAYER_2,BOTTOM_LAYER,11.8073,11.8073,-7.04961e-10
6557.9,2264.93,TOP_LAYER,LAYER_1,0.00124121,0.00124078,0.00290577
6557.9,2264.93,LAYER_1,LAYER_2,0.00124078,0.00123841,0.00290577
6557.9,2264.93,LAYER_2,BOTTOM_LAYER,0.00123841,0.00123841,-0
6557.9,2001.15,TOP_LAYER,LAYER_1,11.8073,11.8073,2.98712e-10
6557.9,2001.15,LAYER_1,LAYER_2,11.8073,11.8073,2.91945e-10
6557.9,2001.15,LAYER_2,BOTTOM_LAYER,11.8073,11.8073,2.98712e-10
6569.62,1876.44,TOP_LAYER,LAYER_1,0.00120291,0.00120262,0.00192485
6569.62,1876.44,LAYER_1,LAYER_2,0.00120262,0.00120105,0.00192485
6569.62,1876.44,LAYER_2,BOTTOM_LAYER,0.00120105,0.00120105,-0
6589.4,2000.91,TOP_LAYER,LAYER_1,11.8073,11.8073,2.03124e-10
6589.4,2000.91,LAYER_1,LAYER_2,11.8073,11.8073,1.91725e-10
6589.4,2000.91,LAYER_2,BOTTOM_LAYER,11.8073,11.8073,1.79227e-10
6593.33,2335.8,TOP_LAYER,LAYER_1,0.00124241,0.00124236,0.000345383
6593.33,2335.8,LAYER_1,LAYER_2,0.00124236,0.00124208,0.000345383
6593.33,2335.8,LAYER_2,BOTTOM_LAYER,0.00124208,0.00124208,-0
6594.22,1900.06,TOP_LAYER,LAYER_1,0.00120338,0.00120341,-0.000185632
6594.22,1900.06,LAYER_1,LAYER_2,0.00120341,0.00120356,-0.000185632
6594.22,1900.06,LAYER_2,BOTTOM_LAYER,0.00120356,0.00120356,-0
6619.91,2000.91,TOP_LAYER,LAYER_1,11.8073,11.8073,1.67279e-10
6619.91,2000.91,LAYER_1,LAYER_2,11.8073,11.8073,1.61223e-10
6619.91,2000.91,LAYER_2,BOTTOM_LAYER,11.8073,11.8073,1.43382e-10
6620.8,1926.63,TOP_LAYER,LAYER_1,0.00120385,0.00120378,0.000447661
6620.8,1926.63,LAYER_1,LAYER_2,0.00120378,0.00120341,0.000447661
6620.8,1926.63,LAYER_2,BOTTOM_LAYER,0.00120341,0.00120341,-0
6628.76,1839.73,TOP_LAYER,LAYER_1,0.00119684,0.00119684,-0
6628.76,1839.73,LAYER_1,LAYER_2,0.00119684,0.00119684,-5.31907e-16
6628.76,1839.73,LAYER_2,BOTTOM_LAYER,0.00119684,0.00119684,-0
6628.76,2264.93,TOP_LAYER,LAYER_1,0.00124127,0.00124073,0.00360226
6628.76,2264.93,LAYER_1,LAYER_2,0.00124073,0.0012378,0.00360226
6628.76,2264.93,LAYER_2,BOTTOM_LAYER,0.0012378,0.0012378,-0
6643.43,1951.46,TOP_LAYER,LAYER_1,0.0012046,0.00120492,-0.00218688
6643.43,1951.46,LAYER_1,LAYER_2,0.00120492,0.00120671,-0.00218688
6643.43,1951.46,LAYER_2,BOTTOM_LAYER,0.00120671,0.00120671,-0
